Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
640421,1980/07/25,"11 h 45 min","BEARN (MONTORY)","PYRENEES OCCIDENTALES",,389165.73,6229816.01,43.10,-0.82,3,"INFORMATION ISOLÉE"
640419,1980/07/27,"7 h 14 min 34 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",REPLIQUE,426990.11,6224388.45,43.07,-0.35,5.5,"ASSEZ SURE"
860033,1980/07/27,"23 h 42 min 7 sec","BRANDES DU HAUT-POITOU (BOURG-ARCHAMBAUTL)",POITOU,,546261.89,6587139.86,46.37,1.00,4,"ASSEZ SURE"
640422,1980/08/14,"20 h 6 min 48 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",397303.76,6229427.52,43.10,-0.72,,
640423,1980/08/14,"20 h 16 min 3 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",397303.76,6229427.52,43.10,-0.72,,
640424,1980/08/14,"20 h 21 min 57 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",397303.76,6229427.52,43.10,-0.72,,
640425,1980/08/14,"21 h 41 min","BEARN (ARETTE)","PYRENEES OCCIDENTALES","SECOUSSE INDIVIDUALISEE D UN ESSAIM",397303.76,6229427.52,43.10,-0.72,,
680108,1980/09/05,"1 h 46 min 1 sec","PLAINE DE HAUTE-ALSACE (PFASTATT)",ALSACE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",1023495.10,6743986.31,47.72,7.32,,
680109,1980/09/19,"1 h 54 min 19 sec","PLAINE DE HAUTE-ALSACE (RIXHEIM)",ALSACE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",1029527.49,6748028.71,47.75,7.40,5,SURE
680110,1980/09/19,"17 h 54 min 50 sec","PLAINE DE HAUTE-ALSACE (MULHOUSE)",ALSACE,"SECOUSSE INDIVIDUALISEE D UN ESSAIM",1024539.67,6747752.60,47.75,7.33,,
1130141,1980/10/10,"21 h 42 min 50 sec","UBAYE (LARCHE)","ALPES PROVENCALES",,1006234.87,6379794.78,44.45,6.85,5,"ASSEZ SURE"
640426,1980/10/12,"7 h 6 min 3 sec","BEARN (ARTIX)","PYRENEES OCCIDENTALES",,411017.63,6262180.83,43.40,-0.57,4,"INFORMATION ISOLÉE"
60111,1980/11/29,"6 h 48 min 49 sec","ALPES NICOISES (SOSPEL)","ALPES MARITIMES",,1057458.85,6319444.69,43.88,7.45,,
390024,1980/11/30,"0 h 6 min 8 sec","JURA (VESCLES)",FRANCHE-COMTE,,901248.06,6584825.73,46.33,5.62,3,SURE
740119,1980/12/02,"5 h 58 min 13 sec","BAUGES (FAVERGES)","ALPES SAVOYARDES",,956404.98,6523920.74,45.77,6.30,6.5,"ASSEZ SURE"
740120,1980/12/02,"6 h 14 min 59 sec","BAUGES (FAVERGES)","ALPES SAVOYARDES",REPLIQUE,956404.98,6523920.74,45.77,6.30,4,ARBITRAIRE
740121,1980/12/02,"6 h 42 min 48 sec","BAUGES (FAVERGES)","ALPES SAVOYARDES",REPLIQUE,956404.98,6523920.74,45.77,6.30,4,ARBITRAIRE
200020,1980/12/11,"0 h 24 min 32 sec","CASTAGNICCIA (CERVIONE)",CORSE,,1234616.67,6158992.91,42.33,9.48,4,"ASSEZ SURE"
740122,1980/12/16,"22 h 11 min 2 sec","BAUGES (FAVERGES)","ALPES SAVOYARDES",REPLIQUE,956404.98,6523920.74,45.77,6.30,,
650423,1980/12/29,"21 h","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,,
640417,1981/02/05,"21 h 56 min 3 sec","BEARN (NAVARRENX)","PYRENEES OCCIDENTALES",,398785.79,6260890.73,43.38,-0.72,6,SURE
1130143,1981/02/08,"4 h","PIEMONT (SUSA ?)",ITALIE,PRECURSEUR,1004333.96,6472371.21,45.28,6.88,,
680111,1981/03/23,"21 h 29 min 4 sec","PLAINE DE HAUTE-ALSACE (ROSENAU)",ALSACE,,1040246.09,6735652.96,47.63,7.53,5,"ASSEZ SURE"
640427,1981/05/11,"1 h 52 min 57 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",REPLIQUE,422838.07,6222711.19,43.05,-0.40,5,SURE
640428,1981/05/12,"17 h 42 min 52 sec","BEARN (OLORON-SAINTE-MARIE)","PYRENEES OCCIDENTALES",,405951.33,6240155.47,43.20,-0.62,,
650424,1981/07/19,"19 h 58 min 35 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,470037.62,6211579.22,42.97,0.18,5,"ASSEZ SURE"
680112,1981/07/21,"21 h 50 min 17 sec","PLAINE DE HAUTE-ALSACE (BRUNSTATT)",ALSACE,,1023495.10,6743986.31,47.72,7.32,4.5,INCERTAINE
490076,1981/08/31,"2 h 28 min 47 sec","VALLEE DU LAYON (CLERE)",ANJOU,,440860.82,6670394.01,47.08,-0.42,5,SURE
490077,1981/08/31,"6 h 14 min 29 sec","VALLEE DU LAYON (CLERE)",ANJOU,REPLIQUE,440860.82,6670394.01,47.08,-0.42,,
1150032,1981/09/04,"4 h 41 min 59 sec","MANCHE (N. ABER VRAC'H)",BRETAGNE,,140478.46,6860258.14,48.60,-4.60,5,"ASSEZ SURE"
650425,1981/09/28,"1 h 41 min 51 sec","LAVEDAN (FERRIERES)","PYRENEES CENTRALES",,437699.07,6220233.39,43.03,-0.22,5,"ASSEZ SURE"
650426,1981/09/28,"4 h 45 min","LAVEDAN (FERRIERES)","PYRENEES CENTRALES",REPLIQUE,437699.07,6220233.39,43.03,-0.22,,
630076,1981/10/24,"23 h 12 min 27 sec","LIMAGNE (PESSAT-VILLENEUVE)",AUVERGNE,,710331.53,6537079.19,45.93,3.13,4,SURE
630077,1981/10/24,,"LIMAGNE (PESSAT-VILLENEUVE)",AUVERGNE,REPLIQUE,711623.00,6537081.50,45.93,3.15,,
380108,1981/10/31,"21 h 58 min 38 sec","BAS-PLATEAUX DAUPHINOIS (ST-MARCELLIN)",DAUPHINE,,882037.03,6452748.96,45.15,5.32,,
640431,1982/01/06,"16 h 32 min 49 sec","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES",,368727.47,6228981.70,43.08,-1.07,6.5,"ASSEZ SURE"
640432,1982/01/06,"17 h 22 min 11 sec","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES",REPLIQUE,371629.72,6232543.75,43.12,-1.03,4,"ASSEZ SURE"
640435,1982/01/06,"16 h 45 min","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES",REPLIQUE,357014.34,6238874.48,43.17,-1.22,,
640436,1982/01/06,"18 h 17 min","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES",REPLIQUE,358368.76,6238802.23,43.17,-1.20,,
640434,1982/01/08,"3 h 8 min","BEARN (ARETTE)","PYRENEES OCCIDENTALES",,389165.73,6229816.01,43.10,-0.82,,
640433,1982/01/13,"6 h 18 min","PAYS BASQUE (TROIS-VILLES)","PYRENEES OCCIDENTALES",,371629.72,6232543.75,43.12,-1.03,4,INCERTAINE
640448,1982/01/27,"0 h 18 min 58 sec","BEARN (VAL-DU-GAVE-D'ASPE)","PYRENEES OCCIDENTALES",,407903.09,6223372.03,43.05,-0.58,4,INCERTAINE
650442,1982/03/14,"18 h 55 min 49 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,458144.76,6221287.04,43.05,0.03,,
700020,1982/03/21,"12 h 20 min 7 sec","PLATEAU DE HAUTE-SAONE (SCEY-SUR-SAONE)",FRANCHE-COMTE,,922591.93,6733768.65,47.67,5.97,3,"INFORMATION ISOLÉE"
650443,1982/04/10,"21 h 8 min 44 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,467718.61,6222788.66,43.07,0.15,,
640446,1982/04/24,"17 h 5 min 30 sec","BEARN (SARRANCE)","PYRENEES OCCIDENTALES",,407903.09,6223372.03,43.05,-0.58,5,SURE
640447,1982/04/24,"10 h 37 min 27 sec","BEARN (SARRANCE)","PYRENEES OCCIDENTALES",PRECURSEUR,407903.09,6223372.03,43.05,-0.58,,
1150033,1982/04/28,"21 h 33 min 1 sec","MANCHE (N. ABER VRAC'H)",BRETAGNE,,135802.75,6875605.26,48.73,-4.68,4,INCERTAINE
640439,1982/06/11,"19 h 48 min 45 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",PRECURSEUR,422997.60,6226413.91,43.08,-0.40,4,"ASSEZ SURE"
640437,1982/06/12,"9 h 59 min 12 sec","OSSAU (CASTET)","PYRENEES OCCIDENTALES",,420203.08,6224680.16,43.07,-0.43,5.5,SURE
640438,1982/06/12,"17 h 23 min 51 sec","OSSAU (CASTET ?)","PYRENEES OCCIDENTALES",REPLIQUE,422997.60,6226413.91,43.08,-0.40,5,INCERTAINE
640440,1982/06/12,"11 h 48 min 25 sec","OSSAU (CASTET)","PYRENEES OCCIDENTALES",REPLIQUE,421560.41,6224621.24,43.07,-0.42,,
640441,1982/06/12,"11 h 49 min 21 sec","OSSAU (CASTET)","PYRENEES OCCIDENTALES",REPLIQUE,421560.41,6224621.24,43.07,-0.42,,
640442,1982/06/12,"13 h 50 min 55 sec","OSSAU (CASTET)","PYRENEES OCCIDENTALES",REPLIQUE,421560.41,6224621.24,43.07,-0.42,,
640443,1982/06/12,"15 h 45 min 26 sec","OSSAU (CASTET)","PYRENEES OCCIDENTALES",REPLIQUE,422997.60,6226413.91,43.08,-0.40,,
640444,1982/08/25,"20 h 59 min 2 sec","BEARN (S. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",,430907.65,6220513.79,43.03,-0.30,6,INCERTAINE
640445,1982/08/26,"5 h 19 min","BEARN (E. ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",REPLIQUE,430907.65,6220513.79,43.03,-0.30,,
650441,1982/08/31,"13 h 24 min 55 sec","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",,447062.16,6216149.41,43.00,-0.10,3.5,"INFORMATION ISOLÉE"
60115,1982/09/02,"21 h 45 min 25 sec","ALPES NICOISES (VALDEBLORE)","ALPES MARITIMES",,1037646.72,6338757.98,44.07,7.22,4.5,SURE
40161,1982/09/29,"19 h 44 min 18 sec","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",,966960.92,6366882.55,44.35,6.35,3.5,"INFORMATION ISOLÉE"
170105,1982/10/23,"9 h 54 min 29 sec","AUNIS (CHATELAILLON-PLAGE)",CHARENTES,,383311.76,6561951.64,46.08,-1.10,4,"ASSEZ SURE"
880047,1982/11/02,"23 h 56 min 3 sec","HAUTES-VOSGES (LE SYNDICAT)",VOSGES,,973532.19,6769271.65,47.97,6.67,4,"ASSEZ SURE"
630086,1982/11/07,"2 h 1 min 15 sec","COMBRAILLE (ST-ELOY-LES-MINES)",AUVERGNE,,687136.32,6561145.03,46.15,2.83,5,"ASSEZ SURE"
740123,1982/11/08,"13 h 2 min 31 sec","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",,961290.33,6561177.57,46.10,6.38,5,SURE
740124,1982/11/08,"13 h 7 min 56 sec","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",REPLIQUE,963943.13,6559439.26,46.08,6.42,3,"INFORMATION ISOLÉE"
740125,1982/11/08,"13 h 26 min 9 sec","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",REPLIQUE,961290.33,6561177.57,46.10,6.38,3,INCERTAINE
740126,1982/11/08,"14 h 37 min 5 sec","FAUCIGNY (BONNEVILLE)","ALPES SAVOYARDES",REPLIQUE,961290.33,6561177.57,46.10,6.38,4,INCERTAINE
440064,1982/11/09,"13 h 44 min 47 sec","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",,350693.55,6687959.76,47.20,-1.62,3.5,SURE
670129,1982/11/21,"6 h 55 min 11 sec","PLAINE DE BASSE-ALSACE (OBENHEIM)",ALSACE,,1046660.81,6817656.90,48.37,7.68,3.5,"ASSEZ SURE"
730192,1982/11/22,"1 h 55 min 19 sec","MAURIENNE (ST-JEAN-DE-MAURIENNE)","ALPES SAVOYARDES",,962642.62,6468607.50,45.27,6.35,3,INCERTAINE
670130,1982/11/28,"23 h 11 min 52 sec","PLAINE DE BASSE-ALSACE (OBENHEIM)",ALSACE,REPLIQUE,1046660.81,6817656.90,48.37,7.68,,
290034,1982/12/21,"18 h 45 min 41 sec","PAYS DE BREST (GUIPAVAS)",BRETAGNE,,153945.35,6845947.14,48.48,-4.40,5,SURE
1130151,1982/12/23,"14 h 48 min 13 sec","MEDITERRANEE (GOLFE DU LION)",LANGUEDOC,,765289.94,6211514.45,43.00,3.80,5,ARBITRAIRE
50091,1983/01/01,"4 h 22 min 1 sec","QUEYRAS (CEILLAC)","ALPES DAUPHINOISES",,999783.45,6403578.61,44.67,6.78,,
860032,1983/01/01,"19 h 1 min 57 sec","PLAINES DU HAUT-POITOU (CHALANDRAY)",POITOU,,471962.52,6622817.92,46.67,0.02,3,INCERTAINE
640459,1983/01/16,"7 h 23 min 1 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,428269.38,6222479.48,43.05,-0.33,3.5,ARBITRAIRE
630087,1983/01/21,"9 h 41 min 56 sec","MONTS-DORE (ROCHEFORT-MONTAGNE)",AUVERGNE,,685729.68,6509324.36,45.68,2.82,4,INCERTAINE
640449,1983/01/23,"18 h 22 min 49 sec","BEARN (ARTIX)","PYRENEES OCCIDENTALES",,411017.63,6262180.83,43.40,-0.57,3,INCERTAINE
640450,1983/01/24,"20 h 38 min 49 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,428347.59,6224330.97,43.07,-0.33,5,"ASSEZ SURE"
680118,1983/01/24,"1 h 12 min 46 sec","PLAINE DE HAUTE-ALSACE (MUNCHHOUSE)",ALSACE,,1032538.03,6761180.77,47.87,7.45,,
730193,1983/01/25,"19 h 0 min 10 sec","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",,975764.79,6496970.02,45.52,6.53,5,"ASSEZ SURE"
680119,1983/01/27,"21 h 58 min 45 sec","PLAINE DE HAUTE-ALSACE (MUNCHHOUSE)",ALSACE,REPLIQUE,1032538.03,6761180.77,47.87,7.45,,
250030,1983/02/03,"2 h 48 min 30 sec","AVANT-PAYS JURASSIEN (RANDEVILLERS)",FRANCHE-COMTE,,965564.89,6696619.37,47.32,6.52,4,INCERTAINE
250031,1983/02/05,"16 h 19 min 11 sec","AVANT-PAYS JURASSIEN (RANDEVILLERS)",FRANCHE-COMTE,REPLIQUE,965564.89,6696619.37,47.32,6.52,,
740130,1983/02/20,"2 h 49 min 3 sec","FAUCIGNY (PASSEIRIER)","ALPES SAVOYARDES",,958796.12,6559218.59,46.08,6.35,,
290037,1983/02/24,"17 h","PAYS DE BREST (BREST)",BRETAGNE,,141506.79,6845268.56,48.47,-4.57,3,"INFORMATION ISOLÉE"
680120,1983/02/25,"4 h 37 min 18 sec","PLAINE DE HAUTE-ALSACE (MUNCHHOUSE)",ALSACE,REPLIQUE,1032433.73,6763029.65,47.88,7.45,3,ARBITRAIRE
290038,1983/03/07,"17 h 47 min","PAYS DE BREST (ST-RENAN)",BRETAGNE,,137470.86,6841935.28,48.43,-4.62,,
490081,1983/03/09,"8 h 52 min 16 sec","VALLEE DU LAYON (CLERE)",ANJOU,,437152.21,6672408.76,47.10,-0.47,2.5,INCERTAINE
640460,1983/03/17,"13 h 45 min 12 sec","BEARN (ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",,435211.23,6225899.30,43.08,-0.25,3.5,"INFORMATION ISOLÉE"
40163,1983/03/20,"16 h 1 min 31 sec","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",,966725.33,6372432.08,44.40,6.35,5,"ASSEZ SURE"
40164,1983/03/20,"21 h 50 min 26 sec","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",REPLIQUE,966725.33,6372432.08,44.40,6.35,4,"ASSEZ SURE"
740129,1983/03/21,"5 h 14 min 57 sec","CHABLAIS (MORZINE)","ALPES SAVOYARDES",,985295.49,6571518.49,46.18,6.70,4,INCERTAINE
870024,1983/03/21,"16 h 45 min 5 sec","BASSE-MARCHE (LE DORAT)",LIMOUSIN,PRECURSEUR,545746.27,6566786.73,46.18,1.00,2.5,INCERTAINE
870025,1983/03/23,"6 h 53 min 5 sec","BASSE-MARCHE (LE DORAT)",LIMOUSIN,,545746.27,6566786.73,46.18,1.00,3.5,INCERTAINE
640451,1983/03/26,"4 h 37 min 15 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",,394591.06,6229555.87,43.10,-0.75,3.5,"ASSEZ SURE"
640452,1983/03/30,"18 h 11 min 19 sec","BEARN (ARETTE)","PYRENEES OCCIDENTALES",,393057.97,6225918.59,43.07,-0.77,5,INCERTAINE
50092,1983/04/13,"8 h 49 min 31 sec","QUEYRAS (REOTIER-SAINT-CREPIN)","ALPES DAUPHINOISES",,987821.18,6404869.66,44.68,6.63,4,"ASSEZ SURE"
640453,1983/04/17,"11 h 38 min 49 sec","BEARN (ARTIX)","PYRENEES OCCIDENTALES",,411017.63,6262180.83,43.40,-0.57,4,"INFORMATION ISOLÉE"
870026,1983/04/21,"1 h 53 min 8 sec","BASSE-MARCHE (BELLAC)",LIMOUSIN,,549327.60,6555588.57,46.08,1.05,5,"ASSEZ SURE"
870027,1983/04/21,"5 h 58 min 48 sec","BASSE-MARCHE (BELLAC)",LIMOUSIN,REPLIQUE,549327.60,6555588.57,46.08,1.05,3,"ASSEZ SURE"
870028,1983/04/21,"19 h 7 min 2 sec","BASSE-MARCHE (BELLAC)",LIMOUSIN,REPLIQUE,549327.60,6555588.57,46.08,1.05,4,"ASSEZ SURE"
870029,1983/04/21,"23 h 31 min 14 sec","BASSE-MARCHE (BELLAC)",LIMOUSIN,REPLIQUE,549327.60,6555588.57,46.08,1.05,3.5,INCERTAINE
870030,1983/04/22,"3 h 55 min 13 sec","BASSE-MARCHE (BELLAC)",LIMOUSIN,REPLIQUE,549327.60,6555588.57,46.08,1.05,,
60116,1983/04/23,"0 h 18 min 28 sec","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES",,1062596.51,6323446.72,43.92,7.52,4,INCERTAINE
790028,1983/04/26,"22 h 56 min 6 sec","BOCAGE VENDEEN (GLENAY)",POITOU,,452428.10,6643966.46,46.85,-0.25,2,INCERTAINE
790029,1983/04/26,"22 h 58 min 7 sec","BOCAGE VENDEEN (GLENAY)",POITOU,REPLIQUE,452504.27,6645816.00,46.87,-0.25,,
640454,1983/06/06,"1 h 29 min 48 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,428269.38,6222479.48,43.05,-0.33,5,"ASSEZ SURE"
290035,1983/06/08,"18 h 40 min","LEON (GUILERS)",BRETAGNE,,139569.88,6838010.29,48.40,-4.58,,
440067,1983/06/12,"0 h 18 min 9 sec","ESTUAIRE DE LA LOIRE (LE PELLERIN)","PAYS NANTAIS ET VENDEEN",,340617.31,6688558.09,47.20,-1.75,3,INCERTAINE
290036,1983/06/16,"15 h 19 min 41 sec","PAYS DE BREST (BREST)",BRETAGNE,,143606.71,6841344.85,48.43,-4.53,3,"ASSEZ SURE"
250032,1983/06/21,"15 h 3 min 3 sec","JURA (ORNANS)",FRANCHE-COMTE,,937587.89,6671352.49,47.10,6.13,4.5,INCERTAINE
1150035,1983/06/25,"1 h 55 min 17 sec","PRESQU'ILE GUERANDAISE (LE POULIGUEN)","PAYS NANTAIS ET VENDEEN",,289502.29,6699279.30,47.27,-2.43,,
530014,1983/07/07,"3 h 52 min 25 sec","PAYS DE GORRON (LANDIVY)",MAINE,,401785.37,6822401.56,48.43,-1.03,4.5,SURE
640455,1983/07/18,"23 h 44 min 0 sec","BEARN (ARTHEZ-DE-BEARN)","PYRENEES OCCIDENTALES",,405875.56,6267978.92,43.45,-0.63,4.5,"ASSEZ SURE"
660086,1983/07/20,"19 h 8 min 14 sec","CONFLENT (MONT-CANIGOU)","PYRENEES ORIENTALES",,645074.96,6150244.60,42.45,2.33,4,INCERTAINE
380105,1983/07/24,"10 h 36 min 22 sec","BAS-PLATEAUX DAUPHINOIS (LA TOUR-DU-PIN)",DAUPHINE,,893673.95,6499397.54,45.57,5.48,2.5,"INFORMATION ISOLÉE"
50090,1983/07/25,"18 h 31 min 16 sec","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",,987942.98,6430819.70,44.92,6.65,4,INCERTAINE
500051,1983/08/03,"3 h 7 min 20 sec","AVRANCHIN (ST-JAMES)",NORMANDIE,,381362.69,6832758.68,48.52,-1.32,3,"INFORMATION ISOLÉE"
440065,1983/08/14,"15 h 35 min 52 sec","PAYS DE PONTCHATEAU (ST-GILDAS-DES-BOIS)","PAYS NANTAIS ET VENDEEN",,320315.99,6726919.08,47.53,-2.05,4.5,"ASSEZ SURE"
440066,1983/08/14,"15 h 40 min 27 sec","PAYS DE PONTCHATEAU (ST-GILDAS-DES-BOIS)","PAYS NANTAIS ET VENDEEN",REPLIQUE,320315.99,6726919.08,47.53,-2.05,,
640456,1983/08/17,"1 h 31 min 47 sec","BEARN (ARTHEZ-DE-BEARN)","PYRENEES OCCIDENTALES",,405875.56,6267978.92,43.45,-0.63,3,"ASSEZ SURE"
1150034,1983/08/27,"23 h 29 min 3 sec","ATLANTIQUE (W. ILE D'OLERON)",CHARENTES,,359750.31,6555807.00,46.02,-1.40,,
50089,1983/08/29,"15 h 32 min 23 sec","BRIANCONNAIS (BRIANCON)","ALPES DAUPHINOISES",,989256.87,6430880.62,44.92,6.67,3.5,INCERTAINE
70011,1983/09/10,"8 h 8 min 53 sec","BAS-VIVARAIS (ST-ETIENNE-DE-BOULOGNE)",CEVENNES,,813544.35,6401128.54,44.70,4.43,5,"INFORMATION ISOLÉE"
40162,1983/09/13,"23 h 26 min 6 sec","UBAYE (JAUSIERS)","ALPES PROVENCALES",,997137.03,6375650.42,44.42,6.73,4,"INFORMATION ISOLÉE"
