Identifiant,"Date (AAAA/MM/JJ)",Heure,Nom,"Région épicentrale",Choc,"X RGF93/L93","Y RGF93/L93","Latitude en WGS 84","Longitude en WGS 84","Intensité épicentrale","Qualité intensité épicentrale"
740151,1995/08/02,"3 h 5 min 18 sec","AVANT-PAYS SAVOYARD (SILLINGY)","ALPES SAVOYARDES",,934914.10,6543433.99,45.95,6.03,4,"ASSEZ SURE"
740152,1995/08/21,"19 h 32 min 15 sec","AVANT-PAYS SAVOYARD (SILLINGY)","ALPES SAVOYARDES",,934914.10,6543433.99,45.95,6.03,3.5,"INFORMATION ISOLÉE"
730220,1995/09/04,"17 h 2 min 55 sec","BAUGES (JARSY)","ALPES SAVOYARDES",,947867.31,6510603.12,45.65,6.18,4,"ASSEZ SURE"
730221,1995/09/04,"21 h 1 min 41 sec","BAUGES (AILLON)","ALPES SAVOYARDES",,940229.43,6506595.27,45.62,6.08,4,"ASSEZ SURE"
230039,1995/09/15,"18 h 24 min 25 sec","HAUTE-MARCHE (LA SOUTERRAINE ?)",LIMOUSIN,,583125.56,6571508.16,46.23,1.48,3.5,"ASSEZ SURE"
670144,1995/10/03,"4 h 43 min 9 sec","PLAINE DE BASSE-ALSACE (ANDLAU)",ALSACE,,1026943.38,6816519.48,48.37,7.42,5,"ASSEZ SURE"
40202,1995/10/13,"22 h 7 min 44 sec","UBAYE (LA CONDAMINE-CHATELARD)","ALPES PROVENCALES",,998286.78,6379411.99,44.45,6.75,,
640546,1996/01/06,"2 h 36 min 52 sec","BEARN (ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",,436492.54,6223992.10,43.07,-0.23,4,"ASSEZ SURE"
640547,1996/01/06,"3 h 14 min 24 sec","BEARN (LYS)","PYRENEES OCCIDENTALES",,427383.07,6233645.23,43.15,-0.35,5,"ASSEZ SURE"
640548,1996/01/14,"12 h 19 min 17 sec","BEARN (LACQ)","PYRENEES OCCIDENTALES",,404184.88,6260638.70,43.38,-0.65,4,SURE
640549,1996/01/14,"17 h 11 min 55 sec","BEARN (LACQ)","PYRENEES OCCIDENTALES",,407054.12,6264215.79,43.42,-0.62,4,"ASSEZ SURE"
640550,1996/01/24,"1 h 14 min 15 sec","BEARN (LACQ)","PYRENEES OCCIDENTALES",,401571.74,6262614.78,43.40,-0.68,4,"ASSEZ SURE"
640551,1996/02/01,"5 h 0 min 48 sec","BEARN (ARBEOST)","PYRENEES OCCIDENTALES",,430907.65,6220513.79,43.03,-0.30,4,"ASSEZ SURE"
60154,1996/02/12,"16 h 31 min 53 sec","ALPES NICOISES (L'ESCARENE)","ALPES MARITIMES",,1051283.61,6309824.94,43.80,7.37,4,"ASSEZ SURE"
40201,1996/02/18,"4 h 16 min 35 sec","QUEYRAS (CERVIERES)","ALPES DAUPHINOISES",,992491.51,6418059.34,44.80,6.70,5.5,"ASSEZ SURE"
660095,1996/02/18,"1 h 45 min 46 sec","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",,664471.48,6181626.45,42.73,2.57,6,SURE
300029,1996/03/25,"4 h 27 min 31 sec","COTES DU RHONE (ROCHEFORT-DU-GARD)",CEVENNES,,833784.35,6318189.40,43.95,4.67,3.5,"ASSEZ SURE"
110017,1996/03/29,"11 h 45 min 11 sec","LITTORAL LANGUEDOCIEN (PORT-LA-NOUVELLE)",LANGUEDOC,,701360.26,6211183.85,43.00,3.02,4,"ASSEZ SURE"
60155,1996/04/18,"5 h 31 min 41 sec","ALPES NICOISES (ISOLA)","ALPES MARITIMES",,1016901.66,6352515.79,44.20,6.97,4,"ASSEZ SURE"
740153,1996/07/15,"0 h 13 min 31 sec","AVANT-PAYS SAVOYARD (EPAGNY-ANNECY)","ALPES SAVOYARDES",,938928.86,6539885.15,45.92,6.08,7,SURE
740154,1996/07/23,"4 h 8 min 42 sec","AVANT-PAYS SAVOYARD (EPAGNY-ANNECY)","ALPES SAVOYARDES",REPLIQUE,938928.86,6539885.15,45.92,6.08,5,SURE
660096,1996/08/15,"17 h 39 min 16 sec","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",REPLIQUE,654944.94,6187246.68,42.78,2.45,4,"ASSEZ SURE"
640552,1996/08/24,"14 h 33 min 22 sec","PAYS BASQUE (ESPELETTE)","PYRENEES OCCIDENTALES",,336502.78,6260417.36,43.35,-1.48,3.5,"ASSEZ SURE"
60156,1996/10/17,"15 h 21 min 39 sec","ALPES NICOISES (BREIL-SUR-ROYA)","ALPES MARITIMES",,1065162.87,6325449.15,43.93,7.55,3.5,INCERTAINE
60157,1996/11/24,"0 h 27 min 9 sec","ALPES NICOISES (LA BRIGUE)","ALPES MARITIMES",,1069641.52,6340549.44,44.07,7.62,3.5,"INFORMATION ISOLÉE"
500052,1996/11/26,"20 h 21 min 35 sec","AVRANCHIN (GENETS)",NORMANDIE,,371244.75,6850023.28,48.67,-1.47,4.5,INCERTAINE
160048,1996/12/01,"11 h 52 min 46 sec","ANGOUMOIS (XAMBES)",CHARENTES,,476224.25,6530051.49,45.83,0.12,5,"ASSEZ SURE"
660097,1996/12/16,"11 h 35 min 41 sec","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",REPLIQUE,659052.54,6189072.99,42.80,2.50,4.5,"ASSEZ SURE"
850055,1997/01/12,"1 h 24 min 1 sec","BOCAGE VENDEEN (BESSAY)","PAYS NANTAIS ET VENDEEN",,383450.99,6613839.66,46.55,-1.13,5,"ASSEZ SURE"
680131,1997/02/01,"14 h 1 min 59 sec","PLAINE DE HAUTE-ALSACE (RIXHEIM)",ALSACE,,1027136.00,6746041.17,47.73,7.37,4,SURE
60172,1997/06/26,"6 h 8 min 35 sec","ALPES NICOISES (LANTOSQUE)","ALPES MARITIMES",,1044716.20,6331721.44,44.00,7.30,5,SURE
60173,1997/06/26,"8 h 6 min 6 sec","ALPES NICOISES (LANTOSQUE)","ALPES MARITIMES",REPLIQUE,1046051.00,6331794.34,44.00,7.32,,
310036,1997/07/02,"3 h 20 min 5 sec","HAUT-COMMINGES (ST-BEAT)","PYRENEES CENTRALES",,515390.44,6178598.26,42.68,0.75,4,"ASSEZ SURE"
60174,1997/07/04,"12 h 8 min 39 sec","ALPES NICOISES (LANTOSQUE)","ALPES MATITIMES",REPLIQUE,1046152.19,6329945.19,43.98,7.32,,"INFORMATION ISOLÉE"
790043,1997/09/30,"3 h 5 min 1 sec","MELLOIS (POUFFONDS)",POITOU,,461233.15,6576924.10,46.25,-0.10,4,INCERTAINE
40205,1997/10/03,"15 h 3 min 36 sec","PREALPES DE DIGNE (SEYNE-LES-ALPES)","ALPES PROVENCALES",,966960.92,6366882.55,44.35,6.35,3,"INFORMATION ISOLÉE"
40203,1997/10/31,"4 h 23 min 44 sec","PREALPES DE DIGNE (PRADS-HAUTE-BLEONE)","ALPES PROVENCALES",,976821.06,6354335.20,44.23,6.47,6,"ASSEZ SURE"
40204,1997/10/31,"7 h 15 min 20 sec","PREALPES DE DIGNE (PRADS-HAUTE-BLEONE)","ALPES PROVENCALES",REPLIQUE,976821.06,6354335.20,44.23,6.47,,
640555,1997/12/04,"22 h 51 min 47 sec","BEARN (LACQ)","PYRENEES OCCIDENTALES",,405619.92,6262427.09,43.40,-0.63,5.5,"ASSEZ SURE"
640556,1997/12/06,"20 h 33 min 1 sec","BEARN (LAGOR)","PYRENEES OCCIDENTALES",,401658.13,6264465.39,43.42,-0.68,5,"ASSEZ SURE"
570020,1998/01/05,"4 h 47 min 54 sec","BASSIN SARROIS (BETTING-LES- SAINT-AVOLD)",LORRAINE,,978536.72,6897494.81,49.12,6.82,4.5,"ASSEZ SURE"
850056,1998/01/24,"19 h 19 min 44 sec","BOCAGE VENDEEN (LA ROCHE-SUR-YON)","PAYS NANTAIS ET VENDEEN",,362394.78,6626102.80,46.65,-1.42,3,"ASSEZ SURE"
840103,1998/02/09,"14 h 16 min 56 sec","COMTAT (MORIERES-LES-AVIGNON)",VAUCLUSE,,852466.17,6320463.81,43.97,4.90,,
130134,1998/02/18,"3 h 30 min","BASSE-PROVENCE (W. MIMET)",PROVENCE,,899776.71,6262478.92,43.43,5.47,3.5,"ASSEZ SURE"
650496,1998/03/14,"5 h 37 min 22 sec","BIGORRE (CAMPAN)","PYRENEES CENTRALES",,479368.85,6205689.85,42.92,0.30,4,"ASSEZ SURE"
560052,1998/06/11,"17 h 52 min 19 sec","VANNETAIS (VANNES)",BRETAGNE,,265381.00,6749259.18,47.70,-2.80,3.5,"ASSEZ SURE"
650497,1998/11/28,"13 h 32 min 7 sec","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",,441848.38,6221920.27,43.05,-0.17,5,SURE
640557,1998/12/01,"23 h 47 min 58 sec","BEARN (BARCUS)","PYRENEES OCCIDENTALES",,396122.60,6233193.41,43.13,-0.73,3,"ASSEZ SURE"
640558,1998/12/29,"12 h 24 min 19 sec","PAYS BASQUE (N. LARRAU)","PYRENEES OCCIDENTALES",,378037.85,6224797.75,43.05,-0.95,4,"ASSEZ SURE"
380117,1999/01/11,"3 h 36 min 37 sec","DRAC (ST-GEORGES-DE-COMMIERS)",DAUPHINE,,915085.67,6444546.31,45.07,5.73,5.5,SURE
640561,1999/02/16,"1 h 50 min","PAYS BASQUE (UREPEL)","PYRENEES OCCIDENTALES",,344415.81,6232136.94,43.10,-1.37,5,"ASSEZ SURE"
640559,1999/06/11,"2 h 8 min 19 sec","BEARN (MENDITTE)","PYRENEES OCCIDENTALES",,381303.82,6235766.99,43.15,-0.92,4,SURE
640560,1999/06/11,"11 h 47 min 58 sec","BEARN (ASASP-ARROS)","PYRENEES OCCIDENTALES",,407052.13,6234540.54,43.15,-0.60,5,SURE
380116,1999/09/13,"23 h 27 min 11 sec","BAS-PLATEAUX DAUPHINOIS (BIOL)",DAUPHINE,,888872.81,6486286.02,45.45,5.42,4.5,"ASSEZ SURE"
370031,1999/10/03,"20 h 3 min 34 sec","PAYS LOCHOIS",TOURAINE,,556218.61,6681326.72,47.22,1.10,4,SURE
310037,1999/10/04,"18 h 14 min 26 sec","HAUT-COMMINGES (CIERP)","PYRENEES CENTRALES",,506654.04,6206668.36,42.93,0.63,6,SURE
60158,1999/11/01,"17 h 22 min 35 sec","ALPES NICOISES (PEILLE)","ALPES MARITIMES",,1052622.96,6309899.22,43.80,7.38,5,"ASSEZ SURE"
240004,2000/02/23,"15 h 46 min 40 sec","RIBERACOIS (CHAMPAGNE-ET-FONTAINE)",AQUITAINE,,495317.86,6481234.51,45.40,0.38,5,SURE
640562,2000/03/13,"4 h 16 min 8 sec","PAYS BASQUE (LOHITZUN-OYHERCQ)","PYRENEES OCCIDENTALES",,382038.76,6250571.66,43.28,-0.92,5,SURE
570021,2000/06/14,"2 h 25 min 21 sec","BASSIN SARROIS (HAM-SOUS-VARSBERG)",LORRAINE,,962397.92,6904159.49,49.18,6.60,4.5,"ASSEZ SURE"
740155,2000/08/19,"8 h 37 min 26 sec","FAUCIGNY (MAGLAND)","ALPES SAVOYARDES",,982127.11,6556548.13,46.05,6.65,4.5,SURE
60170,2000/12/19,"14 h 20 min 50 sec","ALPES NICOISES (LA TRINITE)","ALPES MARITIMES",,1048807.89,6305978.60,43.77,7.33,4,SURE
60171,2000/12/20,"5 h 45 min 15 sec","ALPES NICOISES (CONTES)","ALPES MARITIMES",REPLIQUE,1049842.19,6311600.24,43.82,7.35,3.5,"ASSEZ SURE"
1130568,2001/02/25,"18 h 34 min 44 sec","MEDITERRANEE (S-E NICE)","ALPES MARITIMES",,1044447.28,6287191.03,43.60,7.27,5.5,INCERTAINE
570022,2001/03/16,"10 h 13 min 55 sec","BASSIN SARROIS (FORBACH)",LORRAINE,,980786.72,6901315.93,49.15,6.85,4.5,"ASSEZ SURE"
790045,2001/04/05,"17 h 26 min 59 sec","MELLOIS (SEPVRET)",POITOU,,464014.80,6582372.27,46.30,-0.07,5,SURE
850058,2001/06/08,"13 h 26 min 53 sec","BOCAGE VENDEEN (CHANTONNAY)","PAYS NANTAIS ET VENDEEN",,386673.93,6626645.90,46.67,-1.10,5,SURE
570023,2001/06/21,"19 h 55 min 49 sec","BASSIN SARROIS (ROSBRUCK)",LORRAINE,,980786.72,6901315.93,49.15,6.85,5.5,"ASSEZ SURE"
170117,2001/06/25,"6 h 49 min 18 sec","ILE D'OLERON",CHARENTES,,369450.92,6544152.34,45.92,-1.27,4,INCERTAINE
40207,2001/07/01,"19 h 37 min 25 sec","UBAYE (LARCHE)","ALPES PROVENCALES",,1006234.87,6379794.78,44.45,6.85,3.5,"INFORMATION ISOLÉE"
640563,2001/12/12,"12 h 10 min 52 sec","PAYS BASQUE (E. MENDIVE)","PYRENEES OCCIDENTALES",,371818.94,6236244.87,43.15,-1.03,4.5,"ASSEZ SURE"
120017,2002/02/18,"6 h 11 min 44 sec","LEVEZOU (N-W. MILLAU)",QUERCY-ROUERGUE,,695999.07,6337148.78,44.13,2.95,4.5,"ASSEZ SURE"
850060,2002/03/14,"13 h 32 min 47 sec","BOCAGE VENDEEN (BOURNEZEAU)","PAYS NANTAIS ET VENDEEN",,382564.67,6621300.25,46.62,-1.15,4,SURE
290040,2002/04/23,"6 h 45 min 38 sec","CORNOUAILLE (MELGVEN)",BRETAGNE,,185247.36,6779868.50,47.92,-3.90,4,SURE
650500,2002/05/16,"14 h 56 min 35 sec","LAVEDAN (AUCUN)","PYRENEES CENTRALES",,440117.03,6212716.53,42.97,-0.18,6,"ASSEZ SURE"
650501,2002/05/16,"15 h 14 min 46 sec","LAVEDAN (SIREIX)","PYRENEES CENTRALES",,444343.84,6216256.76,43.00,-0.13,5,SURE
370032,2002/08/06,"17 h 25 min 14 sec","VALLEE DE LA LOIRE (LANGEAIS)",TOURAINE,,506325.94,6699406.93,47.37,0.43,4,SURE
640564,2002/09/05,"20 h 42 min 16 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,421800.88,6230175.21,43.12,-0.42,5,SURE
560053,2002/09/30,"6 h 44 min 48 sec","VANNETAIS (HENNEBONT-BRANDERION)",BRETAGNE,,235240.19,6764557.06,47.82,-3.22,5.5,SURE
560054,2002/09/30,"6 h 50 min 54 sec","VANNETAIS (HENNEBONT-BRANDERION)",BRETAGNE,REPLIQUE,236338.40,6762612.94,47.80,-3.20,,
560055,2002/09/30,"7 h 3 min 38 sec","VANNETAIS (HENNEBONT-BRANDERION)",BRETAGNE,REPLIQUE,236338.40,6762612.94,47.80,-3.20,,
560056,2002/09/30,"10 h 6 min 50 sec","VANNETAIS (HENNEBONT-BRANDERION)",BRETAGNE,REPLIQUE,236338.40,6762612.94,47.80,-3.20,,
650499,2002/12/09,"13 h 44 min 54 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,468943.46,6219035.85,43.03,0.17,3.5,"ASSEZ SURE"
640565,2002/12/11,"20 h 9 min 53 sec","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",,421800.88,6230175.21,43.12,-0.42,5,SURE
640566,2002/12/12,"17 h 59 min 51 sec","BEARN (ARTHEZ-D'ASSON)","PYRENEES OCCIDENTALES",,432420.01,6224160.25,43.07,-0.28,5,SURE
640567,2003/01/21,"18 h 1 min 1 sec","OSSAU (LOUVIE-JUZON)","PYRENEES OCCIDENTALES",,427068.70,6226239.79,43.08,-0.35,5,SURE
850061,2003/02/14,"4 h 49 min 17 sec","PLAINE VENDEENNE (S.S-O. FONTENAY-LE-COMTE)","PAYS NANTAIS ET VENDEEN",,407890.07,6590371.98,46.35,-0.80,5,SURE
880077,2003/02/22,"20 h 41 min 6 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,,974108.31,6810091.69,48.33,6.70,6.5,SURE
880078,2003/02/22,"20 h 54 min 26 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,REPLIQUE,974108.31,6810091.69,48.33,6.70,,
880079,2003/02/23,"0 h 16 min 42 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,REPLIQUE,974108.31,6810091.69,48.33,6.70,,
880080,2003/02/23,"4 h 53 min 47 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,REPLIQUE,974108.31,6810091.69,48.33,6.70,,
880081,2003/02/23,"23 h 58 min 53 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,REPLIQUE,974108.31,6810091.69,48.33,6.70,,
730223,2003/05/25,"23 h 3 min 32 sec","MAURIENNE (S.S-E. ST-JEAN-DE-MAURIENNE)","ALPES SAVOYARDES",,977669.12,6454440.80,45.13,6.53,4,INCERTAINE
630096,2003/08/19,"19 h 53 min 40 sec","COMBRAILLE (PONTAUMUR)",AUVERGNE,,683226.44,6542645.99,45.98,2.78,4,SURE
250038,2004/02/23,"17 h 31 min 21 sec","JURA (S. BAUME-LES-DAMES)",FRANCHE-COMTE,,949290.24,6694063.33,47.30,6.30,5.5,SURE
310038,2004/07/18,"2 h 16 min 2 sec",HAUT-COMMINGES,"PYRENEES CENTRALES",,520163.06,6202569.44,42.90,0.80,4,"ASSEZ SURE"
560060,2004/07/18,"14 h 23 min 9 sec","ATLANTIQUE (ILE DE GROIX)",BRETAGNE,,211640.66,6751601.58,47.68,-3.52,4,"ASSEZ SURE"
560061,2004/11/04,"13 h 58 min 35 sec","PAYS DE REDON (LA GACILLY)",BRETAGNE,,316869.32,6751262.79,47.75,-2.12,4,"ASSEZ SURE"
240005,2005/01/31,"6 h 55 min 41 sec","RIBERACOIS (SW. NONTRON)",GUYENNE,,498166.57,6488548.36,45.47,0.42,4,"ASSEZ SURE"
170132,2005/04/04,"17 h 7 min 55 sec","ILE D'OLERON",CHARENTES,,364291.29,6544433.59,45.92,-1.33,4,"ASSEZ SURE"
730224,2005/04/10,"8 h 4 min 39 sec","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES",,980336.19,6482353.80,45.38,6.58,4,"ASSEZ SURE"
170131,2005/04/18,"6 h 42 min 50 sec","ILE D'OLERON",CHARENTES,,364392.81,6546281.57,45.93,-1.33,4.5,"ASSEZ SURE"
850063,2005/06/22,"19 h 41 min 38 sec","ILE DE NOIRMOUTIER","PAYS NANTAIS ET VENDEEN",,303647.63,6664925.91,46.97,-2.22,4.5,"ASSEZ SURE"
740157,2005/09/08,"11 h 27 min 18 sec","MASSIF DU MONT-BLANC (VALLORCINE)","ALPES SAVOYARDES",,1002814.60,6555687.09,46.03,6.92,5,SURE
370035,2005/09/09,"21 h 37 min 37 sec","PLATEAU DE SAINTE-MAURE (W. LES ORMES)",TOURAINE,,513862.96,6658418.77,47.00,0.55,4,SURE
740158,2005/10/31,"3 h 39 min 59 sec","VALLEE DE L'ARLY (N. ALBERTVILLE)","ALPES SAVOYARDES",,964409.11,6518702.98,45.72,6.40,5,INCERTAINE
650503,2005/11/05,"0 h 30 min 9 sec","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",,469142.90,6224591.59,43.08,0.17,4.5,INCERTAINE
10038,2006/01/11,"10 h 32 min 8 sec","BUGEY (N-O. BELLEY)","BRESSE ET JURA BRESSAN",,891160.62,6538205.73,45.92,5.47,4.5,"ASSEZ SURE"
660098,2006/02/07,"14 h 59 min 19 sec","PAYS DE MONTLOUIS (E. MONTLOUIS)","PYRENEES ORIENTALES",,597106.73,6156389.51,42.50,1.75,3.5,INCERTAINE
640570,2006/05/04,"9 h 42 min 6 sec","BEARN (E. ARETTE)","PYRENEES OCCIDENTALES",,395684.70,6223938.52,43.05,-0.73,4,"ASSEZ SURE"
110018,2006/05/08,"21 h 47 min 57 sec","PLATEAUX DE SAULT ET DE QUERIGUT (MAZUBY)",LANGUEDOC,,618083.24,6187608.48,42.78,2.00,3,INCERTAINE
650504,2006/05/20,"5 h 36 min 6 sec","BIGORRE (E. ARGELES-GAZOST)","PYRENEES CENTRALES",,460723.39,6217481.82,43.02,0.07,4.5,INCERTAINE
160050,2006/08/24,"20 h 0 min 59 sec","SAINTONGE (E. MATHA)",CHARENTES,,453027.84,6532795.26,45.85,-0.18,5,SURE
230045,2006/09/13,"13 h 5 min 3 sec","HAUTE-MARCHE (N-E. LA SOUTERRAINE)",LIMOUSIN,,585763.51,6575160.52,46.27,1.52,4,SURE
640571,2006/11/04,"16 h 44 min 57 sec","BEARN (E. ARUDY)","PYRENEES OCCIDENTALES",,427304.48,6231793.88,43.13,-0.35,4,"ASSEZ SURE"
490105,2006/11/05,"0 h 37 min 40 sec","SAUMUROIS (CANDES-SAINT-MARTIN)",ANJOU,,475530.36,6683814.02,47.22,0.03,4,SURE
650505,2006/11/17,"18 h 19 min 50 sec","BIGORRE (GAZOST)","PYRENEES CENTRALES",,,,,,6,SURE
680137,2006/12/08,"16 h 48 min 39 sec","PLAINE DE HAUTE ALSACE (HUNINGUE)",ALSACE,,1044209.44,6732172.61,47.60,7.58,4,INCERTAINE
650506,2006/12/16,"8 h 17 min 1 sec","BIGORRE (W. ARGELES-GAZOST)","PYRENEES CENTRALES",,444343.84,6216256.76,43.00,-0.13,5,"ASSEZ SURE"
370036,2007/01/08,"11 h 36 min 55 sec","CHINONAIS (S-E. CHINON)",TOURAINE,,502775.52,6668034.02,47.08,0.40,3.5,"ASSEZ SURE"
880083,2007/05/26,"13 h 40 min 23 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,,977809.71,6810266.43,48.33,6.75,3.5,"ASSEZ SURE"
850065,2007/07/22,"13 h 29 min 57 sec","BOCAGE VENDEEN (N-E. LA ROCHE-SUR-YON)","PAYS NANTAIS ET VENDEEN",,365007.65,6650057.72,46.87,-1.40,4,"ASSEZ SURE"
880084,2007/08/19,"7 h 32 min 55 sec","PAYS FORESTIER SOUS-VOSGIEN (RAMBERVILLERS)",VOSGES,,974195.08,6808241.35,48.32,6.70,4,SURE
50103,2007/10/05,"6 h 5 min 22 sec","BRIANCONNAIS (N-O. BRIANCON)","ALPES DAUPHINOISES",,978248.72,6441496.54,45.02,6.53,3.5,ARBITRAIRE
850066,2007/10/28,"13 h 48 min 53 sec","MARAIS BRETON (S-O. NANTES)","PAYS NANTAIS ET VENDEEN",,339547.90,6649677.58,46.85,-1.73,3,"ASSEZ SURE"
650508,2007/11/15,"13 h 47 min 35 sec","BIGORRE (E. ARGELES-GAZOST)","PYRENEES CENTRALES",,452570.17,6217790.01,43.02,-0.03,5,"ASSEZ SURE"
640572,2007/11/24,"5 h 24 min 53 sec","PAYS BASQUE (S-E. SAINT-JEAN-PIED-DE-PORT)","PYRENEES OCCIDENTALES",,370368.98,6234463.70,43.13,-1.05,4,"ASSEZ SURE"
